codigo;categoria;marca;nuevo;descuento;producto;precio;inventario
16410-AAC-800S;7;13;0;0;CHOQUE ELECTRICO HUNK 160R HERO;112000;1
16430-ABW-200S;7;27;0;0;CHOQUE ELECTRICO XPULSE 200 FI HER;516000;1
16450-K70-601;7;10;0;0;INYECTOR CB 190R HONDA;221000;1
16451-ABZ-000S;7;4;0;0;INYECTOR HUNK 160R HERO;238000;1
16460-ABW-200S;7;17;0;0;INYECTOR XPULSE 200 FI HERO;315000;1
16510-45H10-000;7;29;0;0;FILTRO ACEITE GN 125/GS 125 GS150R SUZUKI;9000;369
16910-KVS-611;7;2;0;0;FILTRO GASOLINA XR 190 HONDA;30000;1
16950-KRH-901;7;13;0;0;LLAVE GASOLINA XR 125/150 HONDA;65000;1
16955-KWF-900;7;4;0;0;GRIFO GASOLINA CBF 150 HONDA;5000;3
16955-KWS-900;7;9;0;0;PALANCA LLAVE GASOLINA CB 110 HONDA;10000;2
1,70E+11;7;13;0;0;ANILLOS STD BENELLI 180S AUTECO MOBILITY;60000;2
170NXRN;7;13;0;0;GUAYA ACELERADOR NXR 125 TKRJ;13000;3
17110-AAN-410S;7;6;0;0;SOPORTE CARBURADOR IGNITOR HERO;25000;1
17110-ABW-200S;7;2;0;0;CONECTOR CARBURADOR XPULSE 200 FI HERO;46000;1
17113-KYY-901;7;11;0;0;BAQUELA CB 125F HONDA;11200;1
17208-AAB-A00S;7;3;0;0;FILTRO AIRE HUNK 160R/190R HERO;24000;3
17208-AAT-000S;7;24;0;0;FILTRO AIRE IGNITOR HERO;19000;3
17208-ABW-000S;7;21;0;0;FILTRO AIRE XPULSE 190 HERO;28000;2
17210-KVT-D00;7;29;0;0;FILTRO AIRE DIO 110 HONDA;48000;1
17211-AAB-100S;7;11;0;0;FILTRO AIRE THRILLER PRO HERO;20000;4
17211-K14-901;7;17;0;0;FILTRO AIRE NEO DREAM HONDA;36000;3
17211-K38-901;7;27;0;0;FILTRO AIRE CB 160 F CB 190RHONDA;33000;6
17211-K79-E00;7;24;0;0;FILTRO AIRE XR 190 MN 2022 ADE HONDA;38500;7
17211-KPN-A70;7;25;0;0;FILTRO AIRE CB 125 F FULL INYECCION HONDA;42000;5
17211-KRE-900;7;13;0;0;FILTRO AIRE XR 125/150L HONDA;36000;39
17211-KRH-780;7;23;0;0;FILTRO AIRE XR 125/XR 150 HONDA;36000;43
17211-KSP-900;7;17;0;0;FILTRO AIRE CBF 150 HONDA;38000;2
17211-KSP-B00;7;8;0;0;FILTRO AIRE CBF 150 INVICTA COBRA HONDA;43000;3
17211-KTE-910;7;20;0;0;FILTRO AIRE CBF 125 STUNNER HONDA;36000;11
17211-KWG-B00;7;20;0;0;FILTRO AIRE XR 190 HONDA;46000;3
17211-KWS-900;7;6;0;0;FILTRO AIRE CB 110 HONDA;35000;1
17211-KYA-700;7;4;0;0;FILTRO AIRE CB POWER 125 SPORT HONDA;51000;1
17211-KYJ-710;7;23;0;0;FILTRO AIRE CBR 250R HONDA;36000;1
17211-LGR5-E10;7;12;0;0;FILTRO AIRE AGILITY URBAN/ROCKET KYMCO AUTECO MOBILITY;51000;2
17214-KRF-B40;7;12;0;0;FILTRO AIRE STORM CB 125E HONDA;33000;2
17220-KZR-E00;7;4;0;0;FILTRO AIRE CLICK HONDA;64000;1
17222-KPE-900;7;17;0;0;CONECTOR FILTRO AIRE XR 250 TORNADO HONDA;55000;1
17222-KSM-900;7;28;0;0;CONECTOR FILTRO AIRE NXR 125 BROOS HONDA;34000;2
17222-KVE-900S;7;12;0;0;CONECTOR FILTRO AIRE HUNK HERO;15000;1
17253-KST-940HS;7;10;0;0;CONECTOR FILTRO AIRE ECO DELUXE LARGO HERO;20000;1
17253-KVC-900;7;24;0;0;CONECTOR FILTRO AIRE STORM 125 HONDA;37000;5
17253-KWS-900;7;27;0;0;CONECTOR FILTRO AIRE CB 110 HONDA;33000;1
17410-AAM-001S;7;8;0;0;FRASCO XPULSE 200 FI HERO;50000;1
17420-AAD-A00S;7;19;0;0;VALVULA UNA VIA XPULSE 200 FI HERO;9000;1
17570-ABW-200S;7;30;0;0;MANGUERA INYECTOR XPULSE 200 FI HERO;138000;1
17910-AAB-C00S;7;22;0;0;GUAYA ACELERADOR HUNK 190R HERO;17000;4
17910-AAN-410S;7;9;0;0;GUAYA ACELERADOR IGNITOR HERO;18000;2
17910-ABA-000S;7;19;0;0;GUAYA ACELERADOR SPLENDOR 110 HERO;21000;2
17910-ABZ-000S;7;28;0;0;GUAYA ACELERADOR HUNK 160R HERO;15000;3
17910-K0E-D52;7;13;0;0;GUAYA ACELERADOR XBLADE CB 160 PRIMARIA HONDA;24000;2
17910-K68-901;7;7;0;0;GUAYA ACELERADOR XRE 190 PRIMARIA HONDA;139000;1
17910-KPN-E01;7;22;0;0;GUAYA ACELERADOR CB 125F PRIMARIA HONDA;48000;1
17910-KSP-900;7;19;0;0;GUAYA ACELERADOR CBF 150 HONDA;31000;1
17910-KVH-760S;7;16;0;0;GUAYA ACELERADOR ECO DELUXE HERO;13000;2
17910-KVN-900S;7;3;0;0;GUAYA ACELERADOR HUNK 150 HERO;15000;4
1,79E+11;7;3;0;0;PISTON STD BENELLI TNT 150I AUTECO MOBILITY;77000;1
1,79E+11;7;10;0;0;PISTON STD BENELLI 180S AUTECO MOBILITY;63000;1
1,79E+11;7;14;0;0;PASADOR PISTON BENELLI TNT 150I AUTECO MOBILITY;5700;1
1,79E+11;7;21;0;0;PASADOR PISTON BENELLI 180S AUTECO MOBILITY;10000;1
1,79E+11;7;15;0;0;PIN PASADOR PISTON BENELLI TNT 150I AUTECO MOBILITY;700;1
1,79E+11;7;5;0;0;PIN PASADOR PISTON BENELLI 302S AUTECO MOBILITY;800;1
17920-K0E-D52;7;24;0;0;GUAYA ACELERADOR XBLADE CB 160 SEGUNDARIA HONDA;24000;2
17920-K52-B40;7;21;0;0;GUAYA ACELERADOR CB 125 F SEGUNDARIA HONDA;42000;1
17920-K68-901;7;3;0;0;GUAYA ACELERADOR XR 190 SECUNDARIA HONDA;135000;1
17920-KPN-E01;7;26;0;0;GUAYA ACELERADOR CB 125F SEGUNDARIA HONDA;49500;1
17950-AAK-100S;7;26;0;0;GUAYA CHOQUE THRILLER PRO HERO;17000;1
17950-AAN-410S;7;20;0;0;GUAYA CHOQUE IGNITOR 100M HERO;17000;1
17950-K43-901;7;11;0;0;GUAYA CHOQUE CB 160F HONDA;30000;1
18040-J1L6-000001;7;6;0;0;PROTECTOR EXOSTO MRX 125 VICTORY AUTECO MOBILITY;66000;1
18189;7;21;0;0;KIT REPARACION MORDAZA AKT 235;20000;1
18291-KTC-930S;7;4;0;0;EMPAQUE EXOSTO XPULSE 200 FI HERO;3000;30
18311-K70-600;7;2;0;0;PROTECTOR EXOSTO CB 190R HONDA;42000;1
18311-KSP-B00;7;19;0;0;PROTECTOR EXOSTO CB 150 INVICTA HONDA;58000;1
18311-KVN-970S;7;27;0;0;PROTECTOR EXOSTO HUNK HERO;85000;1
18312-ABW-100S;7;20;0;0;PROTECTOR EXOSTO XPULSE 200 FI HERO;40000;1
18312-ABZ-000S;7;5;0;0;PROTECTOR EXOSTO HUNK 160R HERO;53000;1
1831A-ABW-300S;7;27;0;0;CUBIERTA EXOSTO XPULSE 200 FI HERO;77000;1
183-23411-00;7;24;0;0;CUNA YAMAHA  XTZ 125/LIBERO 125/YBR ESD SUPERIOR N2 YAMAHA;20000;83
183-23412-00;7;3;0;0;CUNA YAMAHA  XTZ 125/LIBERO 125/YBR 125 ESD SUPERIOR N1 YAMAHA;21000;87
18355-K43-900;7;26;0;0;PROTECTOR EXOSTO CB 160F HONDA;68000;1
18355-K52-900;7;20;0;0;PROTECTOR EXOSTO CB 125F HONDA;52000;1
18355-KPN-A70;7;13;0;0;PROTECTOR EXOSTO CB 125F HONDA;78000;1
18355-KRH-900;7;21;0;0;PROTECTOR EXOSTO XR 125 150 HONDA;51000;1
18391-ABW-100S;7;13;0;0;EMPAQUE EXOSTO XPULSE HERO;11000;5
18421-438-670S;7;17;0;0;CAUCHO EXOSTO IGNITOR HERO;2000;10
18421-KFB-000;7;1;0;0;CAUCHO EXOSTO XR 125 150 HONDA;23000;1
18442-KRC-900;7;7;0;0;BUJE EXOSTO CBF 150 HONDA;8000;1
18C-F137U-00;7;30;0;0;GUIA AIRE YBR ESD IZQ INTERNA YAMAHA;38000;1
18C-F137V-00;7;18;0;0;ALETA TANQUE YBR 125ESD DER INTERNA YAMAHA;64000;1
18C-F137W-W0;7;1;0;0;ALETA TANQUE YBR ESD IZQ YAMAHA;71000;1
18C-F1711-W0;7;27;0;0;TAPA LATERAL YBR ESD IZQ YAMAHA;91000;2
18C-F471K-W0;7;16;0;0;CUBIERTA SILLIN YBR 125 ESD IZQ YAMAHA;100000;1
18C-F472K-W0;7;23;0;0;CUBIERTA SILLIN YBR ESD DER YAMAHA;88000;1
18C-F4756-W0;7;25;0;0;COLA SILLIN YBR ESD 2013 2019 YAMAHA;38000;1
18C-F8336-01;7;30;0;0;PLATINA FAROLA YBR 125 ESD YAMAHA;89000;2
18D-14589-10;7;12;0;0;RESORTE CARBURADOR SZR 150 YAMAHA;31000;1
18G-16351-00;7;7;0;0;PORTA DISCO DT 125/175 YAMAHA;98000;1
18G-16371-00;7;20;0;0;PORTA CLUTCH DT 125 YAMAHA;111000;1
19226-KYJ-710;7;7;0;0;EMPAQUE BOMBA AGUA CBR 250 HONDA;4000;1
19410-KEB7-900;7;19;0;0;MANGUERA TOP BOY AUTECO;17000;2
19496;7;22;0;0;VELOCIMETRO AGILITY 125 ALMOTOS VEER;28000;2
1BK-F471K-W0;7;25;0;0;CUBIERTA SILLIN YBR 125Z IZQ YAMAHA;57000;1
1BK-H3559-61;7;11;0;0;CUBIERTA VELOCIMETRO YBR 125ZR YAMAHA;47000;1
1BN-E4718-01;7;13;0;0;PROTECTOR EXOSTO CRYPTON 115 YAMAHA;56000;1
1BN-E4728-00;7;23;0;0;PROTECTOR EXOSTO CRYPTON 115 YAMAHA;27000;1
1BN-F6210-00;7;22;0;0;CABRILLA CRYPTON 115 YAMAHA;55000;1
1BN-F7311-00;7;2;0;0;PATA LATERAL CRYPTON 115 YAMAHA;30000;5
1BV-QF625-01;7;26;0;0;ALCUTRAN XTZ 125/YBR 125 YAMAHA;57000;1
1CK-E4728-00;7;25;0;0;PROTECTOR EXOSTO R 15 YAMAHA;25000;1
1CK-F2311-00;7;13;0;0;GUARDACADENA R 15 YAMAHA;18000;1
1CK-H1950-01;7;22;0;0;RELAY LIBERO 125 YZF R15 COMPLETO YAMAHA;73000;3
1DE-E6321-00;7;14;0;0;DISCOS CLUTCH DT 125 RX 115/DT/YBR 125 SS YAMAHA;65000;66
1DY-E1351-00;7;16;0;0;EMPAQUE CILINDRO CRYTON 115 INYECCION YAMAHA;4000;1
1DY-E1603-101DY-E1603-00;7;15;0;0;ANILLOS STD CRYPTON 115 FULL INYECCION YAMAHA;65000;2
1DY-E2176-00;7;20;0;0;PIÑON ARBOL LEVAS CRYPTON 115 YAMAHA;29000;2
1DY-E5580-00;7;2;0;0;BENDIX CRYPTON 115 YAMAHA;142000;2
1DY-E8101-00;7;27;0;0;EJE CAMBIOS CRYPTON 115 FI YAMAHA;119000;1
1DY-F4610-00;7;18;0;0;TAPA TANQUE CRYPTON 115 YAMAHA;17000;2
1FD-E1193-00;7;29;0;0;EMPAQUE CULATIN CRIPTON 115 YAMAHA;28000;1
1FD-E2121-00;7;19;0;0;VALVULA ESC CRYPTON 115 YAMAHA;42000;1
1FD-E4718-00;7;14;0;0;PROTECTOR EXOSTO CRYPTON 115 YAMAHA;52000;1
1FD-F2151-00;7;1;0;0;DESLIZADOR CADENA CRYPTON 115 FI YAMAHA;22000;1
1FD-F2311-00;7;29;0;0;GUARDACADENA CRYPTON 115 F.I YAMAHA;10000;3
1FD-F3110-10;7;18;0;0;BARRA CRYPTON 115 FI YAMAHA;171000;2
1FD-F4726-01;7;15;0;0;CHAPA SILLIN CRYPTON 115 YAMAHA;39000;1
1FD-F6145-00;7;19;0;0;CUBIERTA VELOCIMETRO CRIPTON 115 F.I YAMAHA;32000;3
1FD-F6280-00;7;6;0;0;ESPEJO IZQ CRPTON 115 YAMAHA;34000;2
1FD-F7411-00;7;13;0;0;REPOSAPIE CENTRAL CRYPTON 115 YAMAHA;80000;1
1FD-F8311-W0;7;25;0;0;BABERO CRYPTON 115 FI YAMAHA;268000;1
1FD-H1410-00;7;7;0;0;CORONA ENC CRYPTON 115 FI YAMAHA;184000;4
1FD-H3310-00;7;13;0;0;DIRECCIONAL CRYPTON 115 FULL DEL/IZQ YAMAHA;40500;2
1FD-H3312-00;7;19;0;0;TAPA DIRECCIONAL CRYPTON 115 IZQ YAMAHA;10000;2
1FD-H3332-00;7;5;0;0;TAPA DIRECCIONAL TRASERA IZQ CRYPTON 115 YAMAHA;7000;1
1FD-H3511-00;7;10;0;0;VIDRIO VELOCIMETRO CRYPTON 115 FI YAMAHA;23000;1
1FD-H3550-00;7;21;0;0;GUAYA VELOCIMETRO CRYPTON 115 YAMAHA;26000;3
1FD-H3976-10;7;12;0;0;COMANDO DER CRYPTON 115 FI YAMAHA;70000;1
1FD-H430A-00;7;25;0;0;FAROLA CRYPTON 115 FI YAMAHA;78000;1
1FD-H4709-00;7;19;0;0;TAPA STOP CRYPTON 115 FI YAMAHA;24000;1
1GC-E2119-00;7;12;0;0;SELLO VALVULA R 15-V3 YAMAHA;11000;6
1GC-E2231-00;7;4;0;0;GUIA CADENILLA YCZ 110 YAMAHA;10000;2
1GC-F530K-00;7;3;0;0;BANDAS FZ 16 YAMAHA XX28;49000;8
1P3-E3325-00;7;27;0;0;PIÑON BOMBA ACEITE BWS 125 YAMAHA;149000;1
1PA-E2119-00;7;27;0;0;SELLO VALVULA MT 03/07/09/R3 YAMAHA;25000;6
1PM-14191-00;7;13;0;0;TORNILLO CARBURADOR SZ 16 YAMAHA;31000;1
1PM-E7402-00BE9-E7402-10;7;13;0;0;EJE SALIDA SZR/SZR YAMAHA;115000;6
1PM-F5366-00;7;28;0;0;PORTA PLATO FZ 16/ SZR/SZ-RR YAMAHA;74000;23
1PM-F6290-00;7;17;0;0;ESPEJO DER SZ 16 YAMAHA;35000;1
1PM-F6311-00;7;21;0;0;GUAYA ACELERADOR SZ-R 16 PRIMARIA 2012 2016 YAMAHA;46000;2
1PM-F6312-00;7;24;0;0;GUAYA ACELERADOR SZ-R 16 SEGUNDARIA YAMAHA;42000;2
1PM-H2501-00;7;24;0;0;SWITCH SZR 150 YAMAHA;89000;10
1PM-H3320-00;7;6;0;0;DIRECCIONAL SZR DEL DER YAMAHA;20000;4
1PM-H3922-00;7;27;0;0;MANIGUETA DER SZ-R 16 YAMAHA;48000;1
1PM-H3976-00;7;3;0;0;COMANDO DER SZ 16 YAMAHA;52000;10
1PX-H3500-00;7;2;0;0;VELOCIMETRO YBR 125SED YAMAHA;398000;2
1S4-12121-00;7;24;0;0;VALVULA ESC XTZ 250 YAMAHA;171000;1
1S4-E2111-00;7;12;0;0;VALVULA ADM XTZ 250 YAMAHA;98000;2
1S4-E6351-00;7;10;0;0;PLATO CLUTCH XTZ 250 YAMAHA;131000;2
1S4-E6371-00;7;28;0;0;PORTA CLUTCH XTZ 250 YAMAHA;135000;1
1S7-E2450-01;7;4;0;0;TURBINA R 15 YAMAHA;99000;1
1SB-E4343-61;7;27;0;0;CHIKLER ALTA XTZ 125 MN YAMAHA;24000;1
1SB-E4628-00;7;6;0;0;PROTECTOR MOFLE XTZ 125 YAMAHA;76000;1
1SB-F137X-10;7;10;0;0;ALETA TANQUE XTZ 125 BLANCA DER YAMAHA;79000;1
1SB-F2151-00;7;4;0;0;DESLIZADOR CADENA XTZ 125 2013/2019 YAMAHA;46000;9
1SB-F3145-00;7;29;0;0;RETEN 35X48X11 XTZ 125 YAMAHA;29000;23
1SB-F3166-00;7;27;0;0;BUJE SUSPENSION XTZ 125 YAMAHA;20000;2
1SB-F3171-00;7;19;0;0;FLAUTA BARRA XTZ 125 E YAMAHA;92000;1
1SB-F3318-00;7;30;0;0;GUIA CABLE XTZ 125 YAMAHA;16000;1
1SB-F4500-10;7;26;0;0;LLAVE GASOLINA XTZ 125 YAMAHA;81000;1
1SB-H2501-00;7;7;0;0;SWITCH XTZ 125 YAMAHA;167000;1
1SB-H353H-00;7;11;0;0;CAJA INFERIOR MEDIDOR XTZ 125 YAMAHA;49000;1
1SB-H3559-00;7;3;0;0;VIDRIO VELOCIMETRO XTZ 125 YAMAHA;38000;1
1SB-H3973-00;7;26;0;0;COMANDO IZQ XTZ 125 2013 EN ADELANTE YAMAHA;143000;1
1SB-Y137W-00;7;4;0;0;ALETA TANQUE XTZ 125 AZUL IZQ YAMAHA;89000;1
1SB-Y137X-00;7;5;0;0;ALETA TANQUE XTZ AZUL MN CON CALCAS YAMAHA;106000;1
1ST-E2151-00;7;9;0;0;BALANCIN FZ 16 / FZ 2.0 YAMAHA;79000;6
1SV-F1511-10;7;22;0;0;GUARDABARRO DEL SZR 150 YAMAHA;61000;6
1SV-F7311-01;7;9;0;0;PATA LATERAL SZR 16 YAMAHA;29000;1
1SV-F835U-10;7;8;0;0;CACHETE SZR IZQ YAMAHA;9000;5
1SVPANELES00;7;24;0;0;CACHETES SZR 150 PAR YAMAHA;18000;3
1UF-23434-00;7;16;0;0;BUJE AMORTIGUADOR XTZ 250 YAMAHA;32000;2
1V1-16324-00;7;15;0;0;SEPARADOR CLUTCH RX 115/DT 200 YAMAHA;23000;1
1W7-15676-00;7;8;0;0;TAPA RESORTE V 80 YAMAHA VEER;7000;1
1WD-H3912-00;7;7;0;0;MANIGUETA IZQ YZF R3 YAMAHA;39000;1
1YC-F5867-00;7;20;0;0;SOPORTE CILINDRO CRYPTON 115/FINO 115 YAMAHA;43000;7
20000191;7;13;0;0;SOPORTE GUARDABARRO PULSAR 135 AUTECO UMA;35000;2
20005848;7;9;0;0;ALETA TANQUE DISCOVER ST 150 IZQ UMA;27000;1
20P-F2184-00;7;5;0;0;BUJE TIJERA R 15 YAMAHA;50000;1
20P-F3145-00;7;14;0;0;RETEN SUSPENSION R 15/YZF YAMAHA;40000;3
20P-F5366-00;7;7;0;0;PORTA PLATO FZ 16 YAMAHA;98000;2
20P-F6246-00;7;21;0;0;PESAS CABRILLA R15 YAMAHA;20000;1
20P-F7441-00;7;26;0;0;RESPOSAPIE TRAS DER FZ 16 YAMAHA;16000;3
20P-H3912-00;7;21;0;0;MANIGUETA CLUTCH R15 YAMAHA;52000;1
21000897;7;19;0;0;BALINERA 6203 C3  AUTECO;13000;12
21002067;7;27;0;0;TAPA LATERAL IZQ AGILITY 125 KYMCO AUTECO MOBILITY;28000;1
21002068;7;25;0;0;TAPA LATERAL DER AGILITY 125 KYMCO AUTECO MOBILITY;28000;1
21200-J1A4-0000;7;6;0;0;PEDAL CRANK CERONTE 200 AUTECO MOBILITY;155000;1
21441-16H20-000;7;9;0;0;DISCOS CLUTCH GN 125/GS 125/GIXXER 150/GSX 150/DR 200 SUZUKI;35000;1
21C-14275-00;7;30;0;0;RESORTE CARBURADOR FZ 16 YAMAHA;28000;1
21C-14545-00;7;27;0;0;DIAFRAGMA FZ 16 YAMAHA;77000;1
21C-E1193-00;7;2;0;0;EMPAQUE CULATIN FZ/SZR YAMAHA;19500;7
21C-E1351-10;7;26;0;0;EMPAQUE CILINDRO FZ 16/FZ 2.0/SZR/SZ-RR YAMAHA;16000;11
21C-E1603-00;7;16;0;0;ANILLOS STD FZ 16 YAMAHA;69000;6
21C-E1633-00;7;11;0;0;BULON PISTON FZ-16 YAMAHA;15500;2
21C-E2119-00;7;2;0;0;SELLOS VALVULAS FZ 16/SZR/LIBERO 110 125 PAR YAMAHA;12000;208
21C-E2151-10;7;17;0;0;BALANCIN VALVULA FZ 16 YAMAHA;85000;4
21C-E2210-02;7;29;0;0;TENSOR CADENILLA FZ/SZR YAMAHA;56000;6
21C-E2231-00;7;30;0;0;GUIA CADENILLA FZ 16 CORTA YAMAHA;16000;7
21C-E2241-00;7;1;0;0;GUIA CADENILLA FZ LARGA YAMAHA;33000;13
21C-E3440-00;7;17;0;0;FILTRO ACEITE FZ 16 YAMAHA;14000;29
21C-E3536-01;7;4;0;0;CONECTOR CARBURADOR FZ 16 2010-2016 YAMAHA;29000;1
21C-E3595-00;7;3;0;0;BAQUELA CARBURADOR FZ-16 YAMAHA;9000;4
21C-E4412-00;7;30;0;0;TAPA CAJA FILTRO FZ 16 YAMAHA;30000;1
21C-E4450-00;7;27;0;0;FILTRO AIRE FZ 16 MV YAMAHA;38000;13
21C-E4613-00;7;30;0;0;EMPAQUE EXOSTO YZF-R 15/FZ 16 YAMAHA;8000;1
21C-E4799-01;7;3;0;0;PUNTERA EXOSTO FZ 16  YAMAHA;58000;1
21C-E4877-00;7;4;0;0;CAMARA RESONAN CAJA FILTRO FZ 16 YAMAHA;32000;1
21C-E5418-01;7;1;0;0;TAPA PIÑON ATAQUE FZ 16 YAMAHA;59000;1
21C-E5441-00;7;8;0;0;SOPORTE GUAYA CLUTCH FZ-16 YAMAHA;13000;2
21C-E5451-10;7;18;0;0;EMPAQUE TAPA VOLANTE SZR/FZ YAMAHA;10000;22
21C-E5461-10;7;25;0;0;EMPAQUE TAPA CLUTCH FZ 16-2.0 YAMAHA;19000;15
21C-E5514-11;7;14;0;0;PIÑON ARRANQUE FZ 16 PEQUEÑO YAMAHA;109000;1
21C-E6371-00;7;25;0;0;PORTA CLUTCH FZ 16/R15 2001 YAMAHA;81000;6
21C-E6380-02;7;30;0;0;LEVA CLUTCH FZ 16 YAMAHA;35000;26
21C-E8101-01;7;22;0;0;EJE CAMBIOS FZ 16/YCZ 110 YAMAHA;60000;10
21C-E8110-10;7;30;0;0;PEDAL CAMBIOS FZ 16 YAMAHA;67000;17
21C-F1650-00;7;24;0;0;GUARDABARRO TRA FZ 16 INTERNO 2010/2016 YAMAHA;47000;1
21C-F171A-W0;7;12;0;0;TAPA SUPERIOR TANQUE FZ 16 SIN PINTAR YAMAHA;45000;5
21C-F171E-W1;7;3;0;0;COLA SILLIN FZ 16 2014 2016 21C-F171E-W2 YAMAHA;50500;2
21C-F171E-W2;7;19;0;0;COLA SILLIN FZ 16 2014/2016 YAMAHA;30000;3
21C-F1731-W0-80;7;4;0;0;CUBIERTA SILLIN FZ 16 IZQ 2010 2014 YAMAHA;21000;8
21C-F1731-W1;7;3;0;0;CUBIERTA SILLIN FZ 16 IZQ 2014/2016 YAMAHA;39000;3
21C-F1741-W0-80;7;6;0;0;CUBIERTA SILLIN FZ 16 DER 2010-2014 YAMAHA;21000;4
21C-F1741-W1;7;15;0;0;CUBIERTA SILLIN FZ 16 DER 2014/2016 YAMAHA;30000;2
21C-F2141-00;7;24;0;0;EJE TIJERA FZ 16 YAMAHA;23000;1
21C-F2147-00;7;29;0;0;PROTECTOR GUARDACADENA FZ YAMAHA;18000;1
21C-F2151-00;7;8;0;0;DESLIZADOR CADENA FZ 16 YAMAHA;28000;4
21C-F3146-00;7;17;0;0;ARANDELA SELLO ACEITE FZ 16 YAMAHA;30000;1
21C-F3149-00;7;9;0;0;ARANDELA RESORTE BARRA FZ 16 YAMAHA;25000;3
21C-F3413-00;7;13;0;0;CUNA DIRECCION FZ 16 N2 YAMAHA;16000;1
21C-F3414-00;7;18;0;0;CUNA YAMAHA FZ 16 N1 PEQUEÑA CURVA YAMAHA;16000;1
21C-F3435-00;7;4;0;0;ESPIGO FZ 16/FAZZER 2010/2016 YAMAHA;164000;1
21C-F4129-W0-80;7;12;0;0;TAPA TANQUE FZ 16 IZQ YAMAHA;98000;1
21C-F4139-W0-80;7;29;0;0;TAPA TANQUE GASOLINA FZ 16 DER YAMAHA;98000;3
21C-F4500-20;7;10;0;0;LLAVE GASOLNA FZ 16 YAMAHA;45000;4
21C-F530S-00;7;25;0;0;BUJE SEPARADOR BALINERAS RIN TRA FZ 16 YAMAHA;16000;2
21C-F5338-30;7;21;0;0;RIN TRA FZ 16/FZ 2.0 YAMAHA;555000;3
21C-F5355-01;7;11;0;0;LEVA FRENO FZ 16 YAMAHA;18000;2
21C-F583T-00;7;27;0;0;BOMBA FRENO FZ 16 SIN MANIGUETA YAMAHA;159000;1
21C-F6111-01;7;12;0;0;CABRILLA FZ 16 YAMAHA;49000;1
21C-F620B-21;7;2;0;0;TAPON MANUBRIO FZ 16 NEGRA YAMAHA;19000;1
21C-F6240-10;7;21;0;0;MANILAR DER FZ 16 2 GUAYAS YAMAHA;15000;3
21C-F6311-00;7;20;0;0;GUAYA ACELERADOR FZ 16 YAMAHA;36000;2
21C-F6311-21;7;27;0;0;GUAYA ACELERADOR FZ 160 PRIMARIA 2014-2016 YAMAHA;46000;3
21C-F6335-04;7;9;0;0;GUAYA CLUTCH FZ 15/FZ 16 YAMAHA;30000;11
21C-F7311-10;7;12;0;0;PATA LATERAL FZ 16/2,0 YAMAHA;32000;2
21C-F7414-01;7;4;0;0;CAUCHO SOPORTE REPOSAPIE FZ 16 IZQ YAMAHA;16000;9
21C-F7446-01;7;9;0;0;PLATINA REPOSAPIE DER FZ 16 YAMAHA;91000;1
21C-H1951-20;7;28;0;0;RELAY LUCES FZ 16 YAMAHA;36000;11
21C-H2501-20;7;21;0;0;SWITCH FZ 16 YAMAHA;98000;1
21C-H2501-30;7;3;0;0;SWITCH FZ 16 YAMAHA;98000;1
21C-H2540-00;7;22;0;0;PERA CAMBIOS FZ 16 YAMAHA;14000;8
21C-H2917-02;7;4;0;0;PERA CLUTCH FZ 16 YAMAHA;20000;19
21C-H3756-03;7;5;0;0;SENSOR VELOCIMETRO FZ 16 YAMAHA;136000;2
21C-H3963-01;7;3;0;0;COMANDO DER FZ 16 YAMAHA;97000;3
21C-H4721-00;7;28;0;0;TAPA STOP FZ 16 YAMAHA;29000;1
21C-W8194-00;7;28;0;0;RELAY ARRANQUE FZ SZR YAMAHA;86000;2
21C-WE661-10;7;27;0;0;KIT CILINDRO FZ 16/SZR YAMAHA;359000;5
21C-WF479-00;7;12;0;0;SEGURO SILLIN CON LLAVE FZ 16 YAMAHA;85000;1
22100-ABZ-000S;7;15;0;0;ARAÑA CLUTCH HUNK 160R HERO;270000;1
22100-KTC-902RS;7;7;0;0;ARAÑA CLUTCH IGNITOR 125 HERO;194000;2
22100-KTN-900S;7;11;0;0;ARAÑA CLUTCH XPULSE 200 FI HERO;389000;2
22100-KYY-B60;7;21;0;0;ARAÑA CLUTCH CB 125F HONDA;208000;1
22102-KUDU-E80;7;1;0;0;VENTILADOR CLUTCH AGILITY 125 AUTECO;47000;2
22110-AAH-H40S;7;3;0;0;ARAÑA CLUTCH ECO DELUXE HERO;268000;2
22115-KSP-910S;7;3;0;0;BUJE PRENSA CLUTCH HUNK 160R HERO;10000;2
22116-KPG-T00S;7;11;0;0;BUJE SEPARADOR PLATO IGNITOR HERO;4000;10
22120-ABF-000S;7;8;0;0;PLATO CLUTCH HUNK 190R HERO;55000;3
22120-KTC-900S;7;10;0;0;PLATO CLUTCH IGNITOR 125 HERO;53000;3
22120-KTE-910;7;5;0;0;CENTRO CLUTCH CBF 125 STUNNER HONDA;59000;1
22120-KVS-J01;7;9;0;0;CENTRO CLUTCH XR 190E HONDA;34000;3
22120-KWS-901;7;10;0;0;PLATO CLUTCH CB 110 HONDA;65000;1
22120-KYY-B60;7;5;0;0;PLATO CLUTCH CB 125F PORTA DISCO HONDA;69000;4
22121-198-900S;7;12;0;0;PLATO CLUTCH ECO DELUXE HERO;86000;1
22123-KWN-780;7;13;0;0;DADOS DIO 110 NAVI HONDA;93000;1
22131-GFY6-C00;7;17;0;0;PLATO POLEA TRASMICION AGYLYTY AUTECO;19000;3
